Date,Mid,Name,Amount,Count
201304,YMCA-PHIL-HATBOR,YMCA PHILADELPHIA- HATBORO,108206.76,1509
201304,YMCA-PHIL-NORTHE,YMCA PHILADELPHIA- NORTHEAST,80298.01,1319
201304,YMCA-PHIL-ONLINE,YMCA PHILADELPHIA-ONLINE,95727.49,817
201304,YMCA-PHIL-ROCKY,YMCA PHILADELPHIA- ROCKY RUN,379115.3,4845
201304,YMCA-PHIL-ROXBOR,YMCA PHILADELPHIA- ROXBOROUGH,83320.07,1159
201304,YMCA-PHIL-UPPERM,YMCA PHILADELPHIA MAIN LINE,93228.22,1054
201304,YMCA-PHIL-VICIN,YMCA PHILADELPHIA AND VICINITY,2600,3
201304,YMCA-PHIL-WEST,YMCA PHILADELPHIA- WEST,61453.09,1555
201304,YMCABOSTONONL001,YMCA BOSTON ONLINE DONATIONS,3580,43
201304,YMCADETROITCA001,YMCA DETROIT CAMP - CHARITY,25147.94,121
201304,YMCAFDMSNASHV001,YMCA FDMS NASHVILLE,3765,32
201304,YMCAOFGREATER023,YMCA OF GREATER PITTSBURGH-CREDIT CARD,1077951.53,13377
201304,YMCAOFTHEGREA001,YMCA OF THE GREATER TWIN CITIES-WEB,7116,90
201304,YMCASILICONVA001,YMCA SILICON VALLEY INTERNET BRANCH,21664.33,125
201304,ZENCASH000000001,ZENCASH,13325.98,150

